date,SPR.T-5,PRC.T-5,VOL.T-5,SHROUT.T-5,RETX.T-5,SPR.T-4,PRC.T-4,VOL.T-4,SHROUT.T-4,RETX.T-4,SPR.T-3,PRC.T-3,VOL.T-3,SHROUT.T-3,RETX.T-3,SPR.T-2,PRC.T-2,VOL.T-2,SHROUT.T-2,RETX.T-2,SPR.T-1,PRC.T-1,VOL.T-1,SHROUT.T-1,RETX.T-1,sprtrn,MOVEMENT.T-0
17.Nov.17,0.38,48.94,10035107,4173486,-0.005285,0.24,49.02,11525088,4173486,0.001635,0.6,48.63,18313271,4173486,-0.007956,0.41,48.58,10619037,4173486,-0.001028,0.44,49.01,6008333,4173486,0.008851,-0.002626,0
20.Nov.17,0.24,49.02,11525088,4173486,0.001635,0.6,48.63,18313271,4173486,-0.007956,0.41,48.58,10619037,4173486,-0.001028,0.44,49.01,6008333,4173486,0.008851,0.47,48.88,13395574,4173486,-0.002652,0.001276,1
21.Nov.17,0.6,48.63,18313271,4173486,-0.007956,0.41,48.58,10619037,4173486,-0.001028,0.44,49.01,6008333,4173486,0.008851,0.47,48.88,13395574,4173486,-0.002652,0.35,49.01,13930558,4173486,0.00266,0.006541,0
22.Nov.17,0.41,48.58,10619037,4173486,-0.001028,0.44,49.01,6008333,4173486,0.008851,0.47,48.88,13395574,4173486,-0.002652,0.35,49.01,13930558,4173486,0.00266,0.66,48.52,14377575,4173486,-0.009998,-0.00075,1
24.Nov.17,0.44,49.01,6008333,4173486,0.008851,0.47,48.88,13395574,4173486,-0.002652,0.35,49.01,13930558,4173486,0.00266,0.66,48.52,14377575,4173486,-0.009998,0.44,49.06,24701096,4173486,0.011129,0.002056,1
27.Nov.17,0.47,48.88,13395574,4173486,-0.002652,0.35,49.01,13930558,4173486,0.00266,0.66,48.52,14377575,4173486,-0.009998,0.44,49.06,24701096,4173486,0.011129,1.1,49.61,15899489,4173486,0.011211,-0.000384,0
28.Nov.17,0.35,49.01,13930558,4173486,0.00266,0.66,48.52,14377575,4173486,-0.009998,0.44,49.06,24701096,4173486,0.011129,1.1,49.61,15899489,4173486,0.011211,1.46,48.4,13473879,4173486,-0.02439,0.009848,0
29.Nov.17,0.66,48.52,14377575,4173486,-0.009998,0.44,49.06,24701096,4173486,0.011129,1.1,49.61,15899489,4173486,0.011211,1.46,48.4,13473879,4173486,-0.02439,0.685,47.99,17858893,4173486,-0.008471,-0.000369,1
30.Nov.17,0.44,49.06,24701096,4173486,0.011129,1.1,49.61,15899489,4173486,0.011211,1.46,48.4,13473879,4173486,-0.02439,0.685,47.99,17858893,4173486,-0.008471,0.955,48.42,12974467,4173486,0.00896,0.008191,1
1.Dec.17,1.1,49.61,15899489,4173486,0.011211,1.46,48.4,13473879,4173486,-0.02439,0.685,47.99,17858893,4173486,-0.008471,0.955,48.42,12974467,4173486,0.00896,0.51,48.52,13482831,4173486,0.002065,-0.002024,1
4.Dec.17,1.46,48.4,13473879,4173486,-0.02439,0.685,47.99,17858893,4173486,-0.008471,0.955,48.42,12974467,4173486,0.00896,0.51,48.52,13482831,4173486,0.002065,0.99,49.6,14732347,4173486,0.022259,-0.001052,1
5.Dec.17,0.685,47.99,17858893,4173486,-0.008471,0.955,48.42,12974467,4173486,0.00896,0.51,48.52,13482831,4173486,0.002065,0.99,49.6,14732347,4173486,0.022259,0.94,50.47,15852801,4173486,0.01754,-0.003739,0
6.Dec.17,0.955,48.42,12974467,4173486,0.00896,0.51,48.52,13482831,4173486,0.002065,0.99,49.6,14732347,4173486,0.022259,0.94,50.47,15852801,4173486,0.01754,0.76,50.39,17463957,4173486,-0.001585,-0.000114,0
7.Dec.17,0.51,48.52,13482831,4173486,0.002065,0.99,49.6,14732347,4173486,0.022259,0.94,50.47,15852801,4173486,0.01754,0.76,50.39,17463957,4173486,-0.001585,0.5,50.05,17196888,4173486,-0.006747,0.002932,1
8.Dec.17,0.99,49.6,14732347,4173486,0.022259,0.94,50.47,15852801,4173486,0.01754,0.76,50.39,17463957,4173486,-0.001585,0.5,50.05,17196888,4173486,-0.006747,0.46,50.19,22259254,4173486,0.002797,0.005506,0
11.Dec.17,0.94,50.47,15852801,4173486,0.01754,0.76,50.39,17463957,4173486,-0.001585,0.5,50.05,17196888,4173486,-0.006747,0.46,50.19,22259254,4173486,0.002797,1.48,48.3,75176011,4173486,-0.037657,0.003202,0
12.Dec.17,0.76,50.39,17463957,4173486,-0.001585,0.5,50.05,17196888,4173486,-0.006747,0.46,50.19,22259254,4173486,0.002797,1.48,48.3,75176011,4173486,-0.037657,1.17,47.71,25156817,4173486,-0.012215,0.001549,1
13.Dec.17,0.5,50.05,17196888,4173486,-0.006747,0.46,50.19,22259254,4173486,0.002797,1.48,48.3,75176011,4173486,-0.037657,1.17,47.71,25156817,4173486,-0.012215,0.61,47.82,28664335,4173486,0.002306,-0.000473,1
14.Dec.17,0.46,50.19,22259254,4173486,0.002797,1.48,48.3,75176011,4173486,-0.037657,1.17,47.71,25156817,4173486,-0.012215,0.61,47.82,28664335,4173486,0.002306,0.26,47.9,11432187,4173486,0.001673,-0.004071,0
15.Dec.17,1.48,48.3,75176011,4173486,-0.037657,1.17,47.71,25156817,4173486,-0.012215,0.61,47.82,28664335,4173486,0.002306,0.26,47.9,11432187,4173486,0.001673,0.88,47.28,18396828,4173486,-0.012944,0.008974,1
18.Dec.17,1.17,47.71,25156817,4173486,-0.012215,0.61,47.82,28664335,4173486,0.002306,0.26,47.9,11432187,4173486,0.001673,0.88,47.28,18396828,4173486,-0.012944,0.305,47.36,11197347,4173486,0.001692,0.005363,1
19.Dec.17,0.61,47.82,28664335,4173486,0.002306,0.26,47.9,11432187,4173486,0.001673,0.88,47.28,18396828,4173486,-0.012944,0.305,47.36,11197347,4173486,0.001692,0.33,47.43,7650197,4173486,0.001478,-0.00323,0
20.Dec.17,0.26,47.9,11432187,4173486,0.001673,0.88,47.28,18396828,4173486,-0.012944,0.305,47.36,11197347,4173486,0.001692,0.33,47.43,7650197,4173486,0.001478,0.32,47.38,8132189,4173486,-0.001054,-0.000828,1
21.Dec.17,0.88,47.28,18396828,4173486,-0.012944,0.305,47.36,11197347,4173486,0.001692,0.33,47.43,7650197,4173486,0.001478,0.32,47.38,8132189,4173486,-0.001054,0.25,47.52,7777596,4173486,0.002955,0.001986,0
22.Dec.17,0.305,47.36,11197347,4173486,0.001692,0.33,47.43,7650197,4173486,0.001478,0.32,47.38,8132189,4173486,-0.001054,0.25,47.52,7777596,4173486,0.002955,0.6,47.28,9750044,4139602,-0.005051,-0.000458,0
26.Dec.17,0.33,47.43,7650197,4173486,0.001478,0.32,47.38,8132189,4173486,-0.001054,0.25,47.52,7777596,4173486,0.002955,0.6,47.28,9750044,4139602,-0.005051,1.6311,46.63,25380018,4139602,-0.013748,-0.001058,1
27.Dec.17,0.32,47.38,8132189,4173486,-0.001054,0.25,47.52,7777596,4173486,0.002955,0.6,47.28,9750044,4139602,-0.005051,1.6311,46.63,25380018,4139602,-0.013748,0.63,47.71,24165000,4139602,0.023161,0.000791,1
28.Dec.17,0.25,47.52,7777596,4173486,0.002955,0.6,47.28,9750044,4139602,-0.005051,1.6311,46.63,25380018,4139602,-0.013748,0.63,47.71,24165000,4139602,0.023161,0.475,48.18,19815057,4139602,0.009851,0.001834,1
29.Dec.17,0.6,47.28,9750044,4139602,-0.005051,1.6311,46.63,25380018,4139602,-0.013748,0.63,47.71,24165000,4139602,0.023161,0.475,48.18,19815057,4139602,0.009851,0.35,48.47,14496427,4139602,0.006019,-0.005183,1
2.Jan.18,1.6311,46.63,25380018,4139602,-0.013748,0.63,47.71,24165000,4139602,0.023161,0.475,48.18,19815057,4139602,0.009851,0.35,48.47,14496427,4139602,0.006019,1.13,48.98,15075007,4139602,0.010522,0.008303,1
3.Jan.18,0.63,47.71,24165000,4139602,0.023161,0.475,48.18,19815057,4139602,0.009851,0.35,48.47,14496427,4139602,0.006019,1.13,48.98,15075007,4139602,0.010522,0.44,49.06,14153666,4139602,0.001633,0.006399,0
4.Jan.18,0.475,48.18,19815057,4139602,0.009851,0.35,48.47,14496427,4139602,0.006019,1.13,48.98,15075007,4139602,0.010522,0.44,49.06,14153666,4139602,0.001633,0.69,48.8,13476601,4139602,-0.0053,0.004029,1
5.Jan.18,0.35,48.47,14496427,4139602,0.006019,1.13,48.98,15075007,4139602,0.010522,0.44,49.06,14153666,4139602,0.001633,0.69,48.8,13476601,4139602,-0.0053,0.58,48.95,11687801,4139602,0.003074,0.007034,1
8.Jan.18,1.13,48.98,15075007,4139602,0.010522,0.44,49.06,14153666,4139602,0.001633,0.69,48.8,13476601,4139602,-0.0053,0.58,48.95,11687801,4139602,0.003074,0.765,49.51,15978201,4139602,0.01144,0.001662,1
9.Jan.18,0.44,49.06,14153666,4139602,0.001633,0.69,48.8,13476601,4139602,-0.0053,0.58,48.95,11687801,4139602,0.003074,0.765,49.51,15978201,4139602,0.01144,0.62,49.59,17152564,4139602,0.001616,0.001303,1
10.Jan.18,0.69,48.8,13476601,4139602,-0.0053,0.58,48.95,11687801,4139602,0.003074,0.765,49.51,15978201,4139602,0.01144,0.62,49.59,17152564,4139602,0.001616,0.44,50.27,23183110,4139602,0.013712,-0.001112,0
11.Jan.18,0.58,48.95,11687801,4139602,0.003074,0.765,49.51,15978201,4139602,0.01144,0.62,49.59,17152564,4139602,0.001616,0.44,50.27,23183110,4139602,0.013712,0.58,50.23,17119187,4139602,-0.000796,0.007034,1
12.Jan.18,0.765,49.51,15978201,4139602,0.01144,0.62,49.59,17152564,4139602,0.001616,0.44,50.27,23183110,4139602,0.013712,0.58,50.23,17119187,4139602,-0.000796,0.33,50.58,14011470,4139602,0.006968,0.00675,1
16.Jan.18,0.62,49.59,17152564,4139602,0.001616,0.44,50.27,23183110,4139602,0.013712,0.58,50.23,17119187,4139602,-0.000796,0.33,50.58,14011470,4139602,0.006968,0.47,50.71,16840015,4139602,0.00257,-0.003524,1
17.Jan.18,0.44,50.27,23183110,4139602,0.013712,0.58,50.23,17119187,4139602,-0.000796,0.33,50.58,14011470,4139602,0.006968,0.47,50.71,16840015,4139602,0.00257,0.7,51.12,14141416,4139602,0.008085,0.009415,1
18.Jan.18,0.58,50.23,17119187,4139602,-0.000796,0.33,50.58,14011470,4139602,0.006968,0.47,50.71,16840015,4139602,0.00257,0.7,51.12,14141416,4139602,0.008085,0.79,51.45,17205640,4139602,0.006455,-0.001616,1
19.Jan.18,0.33,50.58,14011470,4139602,0.006968,0.47,50.71,16840015,4139602,0.00257,0.7,51.12,14141416,4139602,0.008085,0.79,51.45,17205640,4139602,0.006455,0.505,51.6,13904280,4139602,0.002915,0.004385,1
22.Jan.18,0.47,50.71,16840015,4139602,0.00257,0.7,51.12,14141416,4139602,0.008085,0.79,51.45,17205640,4139602,0.006455,0.505,51.6,13904280,4139602,0.002915,0.99,52.75,14909206,4139602,0.022287,0.008067,0
23.Jan.18,0.7,51.12,14141416,4139602,0.008085,0.79,51.45,17205640,4139602,0.006455,0.505,51.6,13904280,4139602,0.002915,0.99,52.75,14909206,4139602,0.022287,0.91,51.94,12234923,4139602,-0.015355,0.002174,0
24.Jan.18,0.79,51.45,17205640,4139602,0.006455,0.505,51.6,13904280,4139602,0.002915,0.99,52.75,14909206,4139602,0.022287,0.91,51.94,12234923,4139602,-0.015355,1.245,50.96,16863516,4139602,-0.018868,-0.00056,1
25.Jan.18,0.505,51.6,13904280,4139602,0.002915,0.99,52.75,14909206,4139602,0.022287,0.91,51.94,12234923,4139602,-0.015355,1.245,50.96,16863516,4139602,-0.018868,0.985,51.59,16806832,4139602,0.012363,0.000603,1
26.Jan.18,0.99,52.75,14909206,4139602,0.022287,0.91,51.94,12234923,4139602,-0.015355,1.245,50.96,16863516,4139602,-0.018868,0.985,51.59,16806832,4139602,0.012363,0.72,51.63,11674132,4139602,0.000775,0.011841,0
29.Jan.18,0.91,51.94,12234923,4139602,-0.015355,1.245,50.96,16863516,4139602,-0.018868,0.985,51.59,16806832,4139602,0.012363,0.72,51.63,11674132,4139602,0.000775,1.37,50.13,17562215,4139602,-0.029053,-0.006732,0
30.Jan.18,1.245,50.96,16863516,4139602,-0.018868,0.985,51.59,16806832,4139602,0.012363,0.72,51.63,11674132,4139602,0.000775,1.37,50.13,17562215,4139602,-0.029053,2.64,48.09,19725751,4139602,-0.040694,-0.010899,1
31.Jan.18,0.985,51.59,16806832,4139602,0.012363,0.72,51.63,11674132,4139602,0.000775,1.37,50.13,17562215,4139602,-0.029053,2.64,48.09,19725751,4139602,-0.040694,2.6999,49.4,25921187,4139602,0.027241,0.000489,0
1.Feb.18,0.72,51.63,11674132,4139602,0.000775,1.37,50.13,17562215,4139602,-0.029053,2.64,48.09,19725751,4139602,-0.040694,2.6999,49.4,25921187,4139602,0.027241,1.03,48.87,15138042,4139602,-0.010729,-0.000648,0
2.Feb.18,1.37,50.13,17562215,4139602,-0.029053,2.64,48.09,19725751,4139602,-0.040694,2.6999,49.4,25921187,4139602,0.027241,1.03,48.87,15138042,4139602,-0.010729,2.31,46.84,21255423,4139602,-0.041539,-0.021209,1
5.Feb.18,2.64,48.09,19725751,4139602,-0.040694,2.6999,49.4,25921187,4139602,0.027241,1.03,48.87,15138042,4139602,-0.010729,2.31,46.84,21255423,4139602,-0.041539,2.2304,47.73,23191006,4139602,0.019001,-0.040979,1
6.Feb.18,2.6999,49.4,25921187,4139602,0.027241,1.03,48.87,15138042,4139602,-0.010729,2.31,46.84,21255423,4139602,-0.041539,2.2304,47.73,23191006,4139602,0.019001,0.7668,48.15,16261649,4139602,0.0088,0.017441,1
7.Feb.18,1.03,48.87,15138042,4139602,-0.010729,2.31,46.84,21255423,4139602,-0.041539,2.2304,47.73,23191006,4139602,0.019001,0.7668,48.15,16261649,4139602,0.0088,0.91,48.49,12633105,4139602,0.007061,-0.005002,1
8.Feb.18,2.31,46.84,21255423,4139602,-0.041539,2.2304,47.73,23191006,4139602,0.019001,0.7668,48.15,16261649,4139602,0.0088,0.91,48.49,12633105,4139602,0.007061,1.38,49.45,14271379,4139602,0.019798,-0.037536,1
9.Feb.18,2.2304,47.73,23191006,4139602,0.019001,0.7668,48.15,16261649,4139602,0.0088,0.91,48.49,12633105,4139602,0.007061,1.38,49.45,14271379,4139602,0.019798,1.255,50.64,14132495,4139602,0.024065,0.014936,1
12.Feb.18,0.7668,48.15,16261649,4139602,0.0088,0.91,48.49,12633105,4139602,0.007061,1.38,49.45,14271379,4139602,0.019798,1.255,50.64,14132495,4139602,0.024065,0.65,50.71,11098819,4139602,0.001382,0.013915,0
13.Feb.18,0.91,48.49,12633105,4139602,0.007061,1.38,49.45,14271379,4139602,0.019798,1.255,50.64,14132495,4139602,0.024065,0.65,50.71,11098819,4139602,0.001382,0.655,49.89,14144874,4139602,-0.01617,0.002613,0
14.Feb.18,1.38,49.45,14271379,4139602,0.019798,1.255,50.64,14132495,4139602,0.024065,0.65,50.71,11098819,4139602,0.001382,0.655,49.89,14144874,4139602,-0.01617,0.91,49.43,13050820,4139602,-0.00922,0.013402,1
15.Feb.18,1.255,50.64,14132495,4139602,0.024065,0.65,50.71,11098819,4139602,0.001382,0.655,49.89,14144874,4139602,-0.01617,0.91,49.43,13050820,4139602,-0.00922,0.65,49.59,9513193,4139602,0.003237,0.012069,1
16.Feb.18,0.65,50.71,11098819,4139602,0.001382,0.655,49.89,14144874,4139602,-0.01617,0.91,49.43,13050820,4139602,-0.00922,0.65,49.59,9513193,4139602,0.003237,0.95,50.5,8866832,4139602,0.01835,0.000373,1
20.Feb.18,0.655,49.89,14144874,4139602,-0.01617,0.91,49.43,13050820,4139602,-0.00922,0.65,49.59,9513193,4139602,0.003237,0.95,50.5,8866832,4139602,0.01835,0.76,51.17,12955970,4139602,0.013267,-0.005841,0
21.Feb.18,0.91,49.43,13050820,4139602,-0.00922,0.65,49.59,9513193,4139602,0.003237,0.95,50.5,8866832,4139602,0.01835,0.76,51.17,12955970,4139602,0.013267,0.865,50.73,14339563,4139602,-0.008599,-0.005497,0
22.Feb.18,0.65,49.59,9513193,4139602,0.003237,0.95,50.5,8866832,4139602,0.01835,0.76,51.17,12955970,4139602,0.013267,0.865,50.73,14339563,4139602,-0.008599,0.83,50.67,14947949,4139602,-0.001183,0.000974,0
23.Feb.18,0.95,50.5,8866832,4139602,0.01835,0.76,51.17,12955970,4139602,0.013267,0.865,50.73,14339563,4139602,-0.008599,0.83,50.67,14947949,4139602,-0.001183,1.545,49.71,16539779,4139602,-0.018946,0.016028,1
26.Feb.18,0.76,51.17,12955970,4139602,0.013267,0.865,50.73,14339563,4139602,-0.008599,0.83,50.67,14947949,4139602,-0.001183,1.545,49.71,16539779,4139602,-0.018946,1.245,50.32,17290989,4139602,0.012271,0.011757,1
27.Feb.18,0.865,50.73,14339563,4139602,-0.008599,0.83,50.67,14947949,4139602,-0.001183,1.545,49.71,16539779,4139602,-0.018946,1.245,50.32,17290989,4139602,0.012271,1.64,51.29,18771549,4139602,0.019277,-0.012707,1
28.Feb.18,0.83,50.67,14947949,4139602,-0.001183,1.545,49.71,16539779,4139602,-0.018946,1.245,50.32,17290989,4139602,0.012271,1.64,51.29,18771549,4139602,0.019277,0.57,51.5,13907083,4139602,0.004094,-0.011096,1
1.Mar.18,1.545,49.71,16539779,4139602,-0.018946,1.245,50.32,17290989,4139602,0.012271,1.64,51.29,18771549,4139602,0.019277,0.57,51.5,13907083,4139602,0.004094,0.78,51.72,11727303,4139602,0.004272,-0.013324,1
2.Mar.18,1.245,50.32,17290989,4139602,0.012271,1.64,51.29,18771549,4139602,0.019277,0.57,51.5,13907083,4139602,0.004094,0.78,51.72,11727303,4139602,0.004272,0.695,52.13,15864375,4139602,0.007927,0.005072,1
5.Mar.18,1.64,51.29,18771549,4139602,0.019277,0.57,51.5,13907083,4139602,0.004094,0.78,51.72,11727303,4139602,0.004272,0.695,52.13,15864375,4139602,0.007927,0.8,52.97,16218601,4139602,0.016114,0.011032,0
6.Mar.18,0.57,51.5,13907083,4139602,0.004094,0.78,51.72,11727303,4139602,0.004272,0.695,52.13,15864375,4139602,0.007927,0.8,52.97,16218601,4139602,0.016114,0.775,52.9,14108403,4139602,-0.001321,0.002639,0
7.Mar.18,0.78,51.72,11727303,4139602,0.004272,0.695,52.13,15864375,4139602,0.007927,0.8,52.97,16218601,4139602,0.016114,0.775,52.9,14108403,4139602,-0.001321,1.14,52.58,12864366,4139602,-0.006049,-0.000484,0
8.Mar.18,0.695,52.13,15864375,4139602,0.007927,0.8,52.97,16218601,4139602,0.016114,0.775,52.9,14108403,4139602,-0.001321,1.14,52.58,12864366,4139602,-0.006049,0.97,52.32,10885538,4139602,-0.004945,0.004463,1
9.Mar.18,0.8,52.97,16218601,4139602,0.016114,0.775,52.9,14108403,4139602,-0.001321,1.14,52.58,12864366,4139602,-0.006049,0.97,52.32,10885538,4139602,-0.004945,0.555,52.37,14155248,4139602,0.000956,0.017379,0
12.Mar.18,0.775,52.9,14108403,4139602,-0.001321,1.14,52.58,12864366,4139602,-0.006049,0.97,52.32,10885538,4139602,-0.004945,0.555,52.37,14155248,4139602,0.000956,0.44,52.27,21011451,4139602,-0.001909,-0.001274,0
13.Mar.18,1.14,52.58,12864366,4139602,-0.006049,0.97,52.32,10885538,4139602,-0.004945,0.555,52.37,14155248,4139602,0.000956,0.44,52.27,21011451,4139602,-0.001909,1.07,51.95,25777352,4139602,-0.006122,-0.006364,0
14.Mar.18,0.97,52.32,10885538,4139602,-0.004945,0.555,52.37,14155248,4139602,0.000956,0.44,52.27,21011451,4139602,-0.001909,1.07,51.95,25777352,4139602,-0.006122,1.32,47.05,68600975,4139602,-0.094321,-0.005724,0
15.Mar.18,0.555,52.37,14155248,4139602,0.000956,0.44,52.27,21011451,4139602,-0.001909,1.07,51.95,25777352,4139602,-0.006122,1.32,47.05,68600975,4139602,-0.094321,1.05,47.02,34597724,4139602,-0.000638,-0.000782,0
16.Mar.18,0.44,52.27,21011451,4139602,-0.001909,1.07,51.95,25777352,4139602,-0.006122,1.32,47.05,68600975,4139602,-0.094321,1.05,47.02,34597724,4139602,-0.000638,1.2915,45.89,25610072,4139602,-0.024032,0.001703,0
19.Mar.18,1.07,51.95,25777352,4139602,-0.006122,1.32,47.05,68600975,4139602,-0.094321,1.05,47.02,34597724,4139602,-0.000638,1.2915,45.89,25610072,4139602,-0.024032,1.58,44.79,21398879,4139602,-0.02397,-0.014204,1
20.Mar.18,1.32,47.05,68600975,4139602,-0.094321,1.05,47.02,34597724,4139602,-0.000638,1.2915,45.89,25610072,4139602,-0.024032,1.58,44.79,21398879,4139602,-0.02397,1.255,46.48,20754752,4139602,0.037732,0.001482,0
21.Mar.18,1.05,47.02,34597724,4139602,-0.000638,1.2915,45.89,25610072,4139602,-0.024032,1.58,44.79,21398879,4139602,-0.02397,1.255,46.48,20754752,4139602,0.037732,1.82,45.38,18925257,4139602,-0.023666,-0.001844,0
22.Mar.18,1.2915,45.89,25610072,4139602,-0.024032,1.58,44.79,21398879,4139602,-0.02397,1.255,46.48,20754752,4139602,0.037732,1.82,45.38,18925257,4139602,-0.023666,0.85,44.98,22156930,4139602,-0.008814,-0.025163,1
23.Mar.18,1.58,44.79,21398879,4139602,-0.02397,1.255,46.48,20754752,4139602,0.037732,1.82,45.38,18925257,4139602,-0.023666,0.85,44.98,22156930,4139602,-0.008814,1.28,45.75,14256447,4082313,0.017119,-0.020967,0
26.Mar.18,1.255,46.48,20754752,4139602,0.037732,1.82,45.38,18925257,4139602,-0.023666,0.85,44.98,22156930,4139602,-0.008814,1.28,45.75,14256447,4082313,0.017119,1.43,45.01,15343314,4082313,-0.016175,0.027157,0
27.Mar.18,1.82,45.38,18925257,4139602,-0.023666,0.85,44.98,22156930,4139602,-0.008814,1.28,45.75,14256447,4082313,0.017119,1.43,45.01,15343314,4082313,-0.016175,1.04,44.89,15734569,4082313,-0.002666,-0.017276,1
28.Mar.18,0.85,44.98,22156930,4139602,-0.008814,1.28,45.75,14256447,4082313,0.017119,1.43,45.01,15343314,4082313,-0.016175,1.04,44.89,15734569,4082313,-0.002666,1.58,45.51,18505940,4082313,0.013812,-0.002917,1
29.Mar.18,1.28,45.75,14256447,4082313,0.017119,1.43,45.01,15343314,4082313,-0.016175,1.04,44.89,15734569,4082313,-0.002666,1.58,45.51,18505940,4082313,0.013812,0.63,45.96,12312979,4082313,0.009888,0.01377,0
2.Apr.18,1.43,45.01,15343314,4082313,-0.016175,1.04,44.89,15734569,4082313,-0.002666,1.58,45.51,18505940,4082313,0.013812,0.63,45.96,12312979,4082313,0.009888,1.15,44.83,13893643,4082313,-0.024587,-0.022337,1
3.Apr.18,1.04,44.89,15734569,4082313,-0.002666,1.58,45.51,18505940,4082313,0.013812,0.63,45.96,12312979,4082313,0.009888,1.15,44.83,13893643,4082313,-0.024587,0.77,44.9,15199976,4082313,0.001561,0.012615,1
4.Apr.18,1.58,45.51,18505940,4082313,0.013812,0.63,45.96,12312979,4082313,0.009888,1.15,44.83,13893643,4082313,-0.024587,0.77,44.9,15199976,4082313,0.001561,0.61,45.82,17177233,4082313,0.02049,0.011566,0
5.Apr.18,0.63,45.96,12312979,4082313,0.009888,1.15,44.83,13893643,4082313,-0.024587,0.77,44.9,15199976,4082313,0.001561,0.61,45.82,17177233,4082313,0.02049,0.63,45.61,14911438,4082313,-0.004583,0.006863,1
6.Apr.18,1.15,44.83,13893643,4082313,-0.024587,0.77,44.9,15199976,4082313,0.001561,0.61,45.82,17177233,4082313,0.02049,0.63,45.61,14911438,4082313,-0.004583,0.525,45.88,13970339,4082313,0.00592,-0.02192,1
9.Apr.18,0.77,44.9,15199976,4082313,0.001561,0.61,45.82,17177233,4082313,0.02049,0.63,45.61,14911438,4082313,-0.004583,0.525,45.88,13970339,4082313,0.00592,0.92,46.08,12493597,4082313,0.004359,0.003337,0
10.Apr.18,0.61,45.82,17177233,4082313,0.02049,0.63,45.61,14911438,4082313,-0.004583,0.525,45.88,13970339,4082313,0.00592,0.92,46.08,12493597,4082313,0.004359,0.795,46.05,11639037,4082313,-0.000651,0.016727,1
11.Apr.18,0.63,45.61,14911438,4082313,-0.004583,0.525,45.88,13970339,4082313,0.00592,0.92,46.08,12493597,4082313,0.004359,0.795,46.05,11639037,4082313,-0.000651,0.54,46.66,10762747,4082313,0.013246,-0.005525,1
12.Apr.18,0.525,45.88,13970339,4082313,0.00592,0.92,46.08,12493597,4082313,0.004359,0.795,46.05,11639037,4082313,-0.000651,0.54,46.66,10762747,4082313,0.013246,0.61,47.08,11312882,4082313,0.009001,0.008251,0
13.Apr.18,0.92,46.08,12493597,4082313,0.004359,0.795,46.05,11639037,4082313,-0.000651,0.54,46.66,10762747,4082313,0.013246,0.61,47.08,11312882,4082313,0.009001,0.41,46.82,8563187,4082313,-0.005523,-0.002887,0
16.Apr.18,0.795,46.05,11639037,4082313,-0.000651,0.54,46.66,10762747,4082313,0.013246,0.61,47.08,11312882,4082313,0.009001,0.41,46.82,8563187,4082313,-0.005523,0.64,46.23,15675644,4082313,-0.012601,0.008109,0
17.Apr.18,0.54,46.66,10762747,4082313,0.013246,0.61,47.08,11312882,4082313,0.009001,0.41,46.82,8563187,4082313,-0.005523,0.64,46.23,15675644,4082313,-0.012601,0.75,45.8,14904389,4082313,-0.009301,0.010662,0
18.Apr.18,0.61,47.08,11312882,4082313,0.009001,0.41,46.82,8563187,4082313,-0.005523,0.64,46.23,15675644,4082313,-0.012601,0.75,45.8,14904389,4082313,-0.009301,1.085,45.53,13356952,4082313,-0.005895,0.000831,1
19.Apr.18,0.41,46.82,8563187,4082313,-0.005523,0.64,46.23,15675644,4082313,-0.012601,0.75,45.8,14904389,4082313,-0.009301,1.085,45.53,13356952,4082313,-0.005895,0.79,45.75,12637523,4082313,0.004832,-0.005726,1
20.Apr.18,0.64,46.23,15675644,4082313,-0.012601,0.75,45.8,14904389,4082313,-0.009301,1.085,45.53,13356952,4082313,-0.005895,0.79,45.75,12637523,4082313,0.004832,0.31,45.96,12175800,4082313,0.00459,-0.008537,0
23.Apr.18,0.75,45.8,14904389,4082313,-0.009301,1.085,45.53,13356952,4082313,-0.005895,0.79,45.75,12637523,4082313,0.004832,0.31,45.96,12175800,4082313,0.00459,0.655,45.53,14420754,4082313,-0.009356,0.000056,1
24.Apr.18,1.085,45.53,13356952,4082313,-0.005895,0.79,45.75,12637523,4082313,0.004832,0.31,45.96,12175800,4082313,0.00459,0.655,45.53,14420754,4082313,-0.009356,0.455,45.67,13896566,4082313,0.003075,-0.013381,1
25.Apr.18,0.79,45.75,12637523,4082313,0.004832,0.31,45.96,12175800,4082313,0.00459,0.655,45.53,14420754,4082313,-0.009356,0.455,45.67,13896566,4082313,0.003075,0.56,45.95,8838034,4082313,0.006131,0.001837,0
26.Apr.18,0.31,45.96,12175800,4082313,0.00459,0.655,45.53,14420754,4082313,-0.009356,0.455,45.67,13896566,4082313,0.003075,0.56,45.95,8838034,4082313,0.006131,0.61,45.51,10715198,4082313,-0.009576,0.010434,0
27.Apr.18,0.655,45.53,14420754,4082313,-0.009356,0.455,45.67,13896566,4082313,0.003075,0.56,45.95,8838034,4082313,0.006131,0.61,45.51,10715198,4082313,-0.009576,0.9,45.06,15370217,4082313,-0.009888,0.001114,1
30.Apr.18,0.455,45.67,13896566,4082313,0.003075,0.56,45.95,8838034,4082313,0.006131,0.61,45.51,10715198,4082313,-0.009576,0.9,45.06,15370217,4082313,-0.009888,1.12,45.71,10571831,4082313,0.014425,-0.008188,1
1.May.18,0.56,45.95,8838034,4082313,0.006131,0.61,45.51,10715198,4082313,-0.009576,0.9,45.06,15370217,4082313,-0.009888,1.12,45.71,10571831,4082313,0.014425,0.459,46.07,9006006,4082313,0.007876,0.002549,0
